locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_011405655.1_02190	CDS	1230				hypothetical protein
GCF_011405655.1_02191	CDS	1347	pyrP_1			Uracil permease
GCF_011405655.1_02192	CDS	1332				Uracil permease
GCF_011405655.1_02193	CDS	924	torD_9			Chaperone protein TorD
GCF_011405655.1_02194	CDS	861				hypothetical protein
GCF_011405655.1_02195	CDS	591	soeB_7		COG0437	Sulfite dehydrogenase subunit B
GCF_011405655.1_02196	CDS	2859	napA_7	1.9.6.1		Periplasmic nitrate reductase
GCF_011405655.1_02197	CDS	681				hypothetical protein
GCF_011405655.1_02198	CDS	1440				hypothetical protein
GCF_011405655.1_02199	CDS	1524				hypothetical protein
GCF_011405655.1_02200	CDS	666	napG_4		COG1145	Ferredoxin-type protein NapG
GCF_011405655.1_02201	CDS	993				hypothetical protein
GCF_011405655.1_02202	CDS	738				hypothetical protein
GCF_011405655.1_02203	CDS	2889	napA_8	1.9.6.1		Periplasmic nitrate reductase
GCF_011405655.1_02204	CDS	588	soeB_8		COG0437	Sulfite dehydrogenase subunit B
GCF_011405655.1_02205	CDS	870				hypothetical protein
GCF_011405655.1_02206	CDS	681	torD_10			Chaperone protein TorD
GCF_011405655.1_02207	CDS	921		3.5.5.7	COG0388	Nitrilase
GCF_011405655.1_02208	CDS	627				hypothetical protein
GCF_011405655.1_02209	CDS	204				Uracil permease
GCF_011405655.1_02210	CDS	258				hypothetical protein
GCF_011405655.1_02211	CDS	801				hypothetical protein
GCF_011405655.1_02212	CDS	2160				hypothetical protein
GCF_011405655.1_02213	CDS	696				hypothetical protein
GCF_011405655.1_02214	CDS	1074				hypothetical protein
GCF_011405655.1_02215	CDS	675	tcrA		COG0745	Transcriptional regulatory protein TcrA
GCF_011405655.1_02216	CDS	837				hypothetical protein
GCF_011405655.1_02217	CDS	807	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
GCF_011405655.1_02218	CDS	1200	ndhI_4	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
GCF_011405655.1_02219	CDS	1071				hypothetical protein
GCF_011405655.1_02220	CDS	690	napF_4			Ferredoxin-type protein NapF
GCF_011405655.1_02221	CDS	915				hypothetical protein
GCF_011405655.1_02222	CDS	660				hypothetical protein
GCF_011405655.1_02223	CDS	3645	napA_9	1.9.6.1		Periplasmic nitrate reductase
GCF_011405655.1_02224	CDS	954				hypothetical protein
GCF_011405655.1_02225	CDS	1953				hypothetical protein
GCF_011405655.1_02226	CDS	711	torD_11			Chaperone protein TorD
GCF_011405655.1_02227	CDS	837				hypothetical protein
GCF_011405655.1_02228	CDS	516				hypothetical protein
GCF_011405655.1_02229	CDS	1896				hypothetical protein
GCF_011405655.1_02230	CDS	525				hypothetical protein
GCF_011405655.1_02231	CDS	882	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
GCF_011405655.1_02232	CDS	1140				hypothetical protein
GCF_011405655.1_02233	CDS	945	bcrA			Bacitracin transport ATP-binding protein BcrA
GCF_011405655.1_02234	CDS	777	mprA		COG0745	Response regulator MprA
GCF_011405655.1_02235	CDS	2058				hypothetical protein
GCF_011405655.1_02236	CDS	2094	glnA_2	6.3.1.2		Glutamine synthetase
GCF_011405655.1_02237	CDS	1362				hypothetical protein
GCF_011405655.1_02238	CDS	933	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
GCF_011405655.1_02239	CDS	1254	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
GCF_011405655.1_02240	CDS	1515	rhaB	2.7.1.5		Rhamnulokinase
GCF_011405655.1_02241	CDS	291				hypothetical protein
GCF_011405655.1_02242	CDS	810				hypothetical protein
GCF_011405655.1_02243	CDS	1662				hypothetical protein
GCF_011405655.1_02244	CDS	1494				hypothetical protein
GCF_011405655.1_02245	CDS	393	rpsI		COG0103	30S ribosomal protein S9
GCF_011405655.1_02246	CDS	435	rplM		COG0102	50S ribosomal protein L13
GCF_011405655.1_02247	CDS	258				hypothetical protein
GCF_011405655.1_02248	CDS	372				hypothetical protein
GCF_011405655.1_02249	CDS	867	zupT_2		COG0428	Zinc transporter ZupT
GCF_011405655.1_02250	CDS	309				hypothetical protein
GCF_011405655.1_02251	CDS	129				hypothetical protein
GCF_011405655.1_02252	CDS	1287	purF_2	2.4.2.14		Amidophosphoribosyltransferase
GCF_011405655.1_02253	CDS	1506				hypothetical protein
GCF_011405655.1_02254	CDS	723				hypothetical protein
GCF_011405655.1_02255	CDS	1653	ifcA_9	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_02256	CDS	1593				hypothetical protein
GCF_011405655.1_02257	CDS	228				hypothetical protein
GCF_011405655.1_02258	CDS	927	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
GCF_011405655.1_02259	CDS	1284		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
GCF_011405655.1_02260	CDS	186				hypothetical protein
GCF_011405655.1_02261	CDS	450				hypothetical protein
GCF_011405655.1_02262	CDS	282				hypothetical protein
GCF_011405655.1_02263	CDS	1524				hypothetical protein
GCF_011405655.1_02264	CDS	1617				hypothetical protein
GCF_011405655.1_02265	CDS	801				hypothetical protein
GCF_011405655.1_02266	CDS	1563				hypothetical protein
GCF_011405655.1_02267	CDS	159				hypothetical protein
GCF_011405655.1_02268	CDS	921				hypothetical protein
GCF_011405655.1_02269	CDS	582	malT_5			HTH-type transcriptional regulator MalT
GCF_011405655.1_02270	CDS	807	speE	2.5.1.16		Polyamine aminopropyltransferase
GCF_011405655.1_02271	CDS	312				hypothetical protein
GCF_011405655.1_02272	CDS	747				hypothetical protein
GCF_011405655.1_02273	CDS	663		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
GCF_011405655.1_02274	CDS	1284	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
GCF_011405655.1_02275	CDS	396				hypothetical protein
GCF_011405655.1_02276	CDS	1356	lysA_2	4.1.1.20	COG0019	Diaminopimelate decarboxylase
GCF_011405655.1_02277	CDS	501	albA	1.3.3.13		Albonoursin synthase
GCF_011405655.1_02278	CDS	1467				hypothetical protein
GCF_011405655.1_02279	CDS	1464				hypothetical protein
GCF_011405655.1_02280	tRNA	84				tRNA-Leu(caa)
GCF_011405655.1_02281	CDS	1140				hypothetical protein
GCF_011405655.1_02282	CDS	510				hypothetical protein
GCF_011405655.1_02283	CDS	948	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
GCF_011405655.1_02284	CDS	780				hypothetical protein
GCF_011405655.1_02285	CDS	819				hypothetical protein
GCF_011405655.1_02286	CDS	573				hypothetical protein
GCF_011405655.1_02287	CDS	1002	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
GCF_011405655.1_02288	CDS	1437	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
GCF_011405655.1_02289	CDS	402				hypothetical protein
GCF_011405655.1_02290	CDS	837				hypothetical protein
GCF_011405655.1_02291	CDS	1296	serS	6.1.1.11	COG0172	Serine--tRNA ligase
GCF_011405655.1_02292	CDS	195				hypothetical protein
GCF_011405655.1_02293	CDS	2400	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
GCF_011405655.1_02294	CDS	837	nfo_2	3.1.21.2	COG0648	putative endonuclease 4
GCF_011405655.1_02295	CDS	765				hypothetical protein
GCF_011405655.1_02296	CDS	1458				hypothetical protein
GCF_011405655.1_02297	CDS	921				hypothetical protein
GCF_011405655.1_02298	CDS	1416				hypothetical protein
GCF_011405655.1_02299	CDS	1017	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
GCF_011405655.1_02300	CDS	909				hypothetical protein
GCF_011405655.1_02301	CDS	1521	trkH_2		COG0168	Trk system potassium uptake protein TrkH
GCF_011405655.1_02302	CDS	111				hypothetical protein
GCF_011405655.1_02303	CDS	921	murB_2	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
GCF_011405655.1_02304	CDS	3843	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase
GCF_011405655.1_02305	CDS	732				hypothetical protein
GCF_011405655.1_02306	CDS	1035	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
GCF_011405655.1_02307	CDS	1563	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
GCF_011405655.1_02308	CDS	711	regX3_3		COG0745	Sensory transduction protein regX3
GCF_011405655.1_02309	CDS	1410				hypothetical protein
GCF_011405655.1_02310	CDS	1251	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
GCF_011405655.1_02311	CDS	663	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
GCF_011405655.1_02312	CDS	909	resA			Thiol-disulfide oxidoreductase ResA
GCF_011405655.1_02313	CDS	1350	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
GCF_011405655.1_02314	CDS	1578	ifcA_10	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_02315	CDS	1428				hypothetical protein
GCF_011405655.1_02316	tRNA	91				tRNA-Ser(gct)
GCF_011405655.1_02317	CDS	363				hypothetical protein
GCF_011405655.1_02318	CDS	1065	ispE	2.7.1.148		Putative 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
GCF_011405655.1_02319	CDS	1281				hypothetical protein
GCF_011405655.1_02320	CDS	489	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
GCF_011405655.1_02321	tRNA	88				tRNA-Ser(tga)
GCF_011405655.1_02322	CDS	1428	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
GCF_011405655.1_02323	tRNA	77				tRNA-Arg(acg)
GCF_011405655.1_02324	CDS	1368				hypothetical protein
GCF_011405655.1_02325	CDS	1362	mntH		COG1914	Divalent metal cation transporter MntH
GCF_011405655.1_02326	CDS	486	nsrR			HTH-type transcriptional repressor NsrR
GCF_011405655.1_02327	CDS	1647				hypothetical protein
GCF_011405655.1_02328	CDS	1581	opuE_2		COG0591	Osmoregulated proline transporter OpuE
GCF_011405655.1_02329	CDS	249				hypothetical protein
GCF_011405655.1_02330	CDS	972	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
GCF_011405655.1_02331	CDS	2223	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
GCF_011405655.1_02332	CDS	1308	menF	5.4.4.2		Isochorismate synthase MenF
GCF_011405655.1_02333	CDS	153				hypothetical protein
GCF_011405655.1_02334	CDS	1635	ifcA_11	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_02335	CDS	1509				hypothetical protein
GCF_011405655.1_02336	CDS	498				hypothetical protein
GCF_011405655.1_02337	CDS	1635				hypothetical protein
GCF_011405655.1_02338	CDS	1461				hypothetical protein
GCF_011405655.1_02339	CDS	1017				hypothetical protein
GCF_011405655.1_02340	CDS	459				hypothetical protein
GCF_011405655.1_02341	CDS	276				hypothetical protein
GCF_011405655.1_02342	CDS	564	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
GCF_011405655.1_02343	CDS	480	mscL			Large-conductance mechanosensitive channel
GCF_011405655.1_02344	CDS	1155				hypothetical protein
GCF_011405655.1_02345	CDS	699			COG0664	Cyclic AMP receptor protein
GCF_011405655.1_02346	CDS	561	soeB_9		COG0437	Sulfite dehydrogenase subunit B
GCF_011405655.1_02347	CDS	2466	ynfE_3	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
GCF_011405655.1_02348	CDS	474	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
GCF_011405655.1_02349	CDS	786	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
GCF_011405655.1_02350	CDS	1701	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
GCF_011405655.1_02351	CDS	2271	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
GCF_011405655.1_02352	tRNA	76				tRNA-Thr(cgt)
GCF_011405655.1_02353	CDS	2643	uvrA_2		COG0178	UvrABC system protein A
GCF_011405655.1_02354	CDS	420				hypothetical protein
GCF_011405655.1_02355	CDS	426				hypothetical protein
GCF_011405655.1_02356	CDS	1203	qrcD_2			Menaquinone reductase, integral membrane subunit
GCF_011405655.1_02357	CDS	621	ttrB_3		COG0437	Tetrathionate reductase subunit B
GCF_011405655.1_02358	CDS	2487	dmsA_10	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_011405655.1_02359	CDS	906				hypothetical protein
GCF_011405655.1_02360	CDS	651				hypothetical protein
GCF_011405655.1_02361	CDS	1581	ifcA_12	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_02362	CDS	924				hypothetical protein
GCF_011405655.1_02363	CDS	1251				hypothetical protein
GCF_011405655.1_02364	CDS	1476				hypothetical protein
GCF_011405655.1_02365	CDS	1203				hypothetical protein
GCF_011405655.1_02366	CDS	570	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
GCF_011405655.1_02367	CDS	366				hypothetical protein
GCF_011405655.1_02368	CDS	1425	pyrP_2			Uracil permease
GCF_011405655.1_02369	CDS	1122	vioD_2	4.2.1.145		Capreomycidine synthase
GCF_011405655.1_02370	CDS	948	arcD1		COG0531	Arginine/ornithine antiporter ArcD1
GCF_011405655.1_02371	CDS	1023				hypothetical protein
GCF_011405655.1_02372	CDS	588				hypothetical protein
GCF_011405655.1_02373	CDS	1299				hypothetical protein
GCF_011405655.1_02374	CDS	1491				hypothetical protein
GCF_011405655.1_02375	CDS	330	trxA_2		COG0526	Thioredoxin
GCF_011405655.1_02376	CDS	1257				hypothetical protein
GCF_011405655.1_02377	CDS	2217	nhaK_2		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
GCF_011405655.1_02378	CDS	981	guaA_2	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
GCF_011405655.1_02379	CDS	372				hypothetical protein
GCF_011405655.1_02380	CDS	612				hypothetical protein
GCF_011405655.1_02381	CDS	210				hypothetical protein
GCF_011405655.1_02382	CDS	408				hypothetical protein
GCF_011405655.1_02383	CDS	681				hypothetical protein
GCF_011405655.1_02384	CDS	702	nlhH_2	3.1.1.1	COG0657	Carboxylesterase NlhH
GCF_011405655.1_02385	CDS	420				hypothetical protein
GCF_011405655.1_02386	CDS	711				hypothetical protein
GCF_011405655.1_02387	CDS	450				hypothetical protein
GCF_011405655.1_02388	CDS	477	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
GCF_011405655.1_02389	CDS	327				hypothetical protein
GCF_011405655.1_02390	CDS	1410	ribZ_2			Riboflavin transporter RibZ
GCF_011405655.1_02391	CDS	651	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
GCF_011405655.1_02392	CDS	969	glsA1	3.5.1.2	COG2066	Glutaminase 1
GCF_011405655.1_02393	CDS	753	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
GCF_011405655.1_02394	CDS	432				hypothetical protein
GCF_011405655.1_02395	CDS	951	mrr		COG1715	Mrr restriction system protein
GCF_011405655.1_02396	CDS	195				hypothetical protein
GCF_011405655.1_02397	CDS	273				hypothetical protein
GCF_011405655.1_02398	CDS	969	xerC_4		COG4974	Tyrosine recombinase XerC
GCF_011405655.1_02399	CDS	852				hypothetical protein
GCF_011405655.1_02400	CDS	1188				hypothetical protein
GCF_011405655.1_02401	CDS	1509				hypothetical protein
GCF_011405655.1_02402	CDS	3078				hypothetical protein
GCF_011405655.1_02403	CDS	633				hypothetical protein
GCF_011405655.1_02404	CDS	927	ctkA	2.7.11.1		Serine/threonine-protein kinase CtkA
GCF_011405655.1_02405	CDS	861				DegV domain-containing protein
GCF_011405655.1_02406	CDS	561	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
GCF_011405655.1_02407	CDS	975				hypothetical protein
GCF_011405655.1_02408	CDS	1161				hypothetical protein
GCF_011405655.1_02409	CDS	618	soeB_10		COG0437	Sulfite dehydrogenase subunit B
GCF_011405655.1_02410	CDS	2400	pcrA_5	1.97.1.-	COG0243	Perchlorate reductase subunit alpha
GCF_011405655.1_02411	CDS	597				hypothetical protein
GCF_011405655.1_02412	CDS	747				hypothetical protein
GCF_011405655.1_02413	CDS	366	mgsR		COG1393	Regulatory protein MgsR
GCF_011405655.1_02414	CDS	492				hypothetical protein
GCF_011405655.1_02415	CDS	1518				hypothetical protein
GCF_011405655.1_02416	CDS	1467				hypothetical protein
GCF_011405655.1_02417	CDS	882				hypothetical protein
GCF_011405655.1_02418	CDS	594				hypothetical protein
GCF_011405655.1_02419	CDS	1668		1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_02420	CDS	1545				hypothetical protein
GCF_011405655.1_02421	CDS	471				hypothetical protein
GCF_011405655.1_02422	CDS	1041	ltaE	4.1.2.48		Low specificity L-threonine aldolase
GCF_011405655.1_02423	CDS	165				Rubredoxin
GCF_011405655.1_02424	CDS	1518	plaP		COG0531	Low-affinity putrescine importer PlaP
GCF_011405655.1_02425	CDS	2298				hypothetical protein
GCF_011405655.1_02426	CDS	1347	pepC	3.4.22.40	COG3579	Aminopeptidase C
GCF_011405655.1_02427	CDS	1359				hypothetical protein
GCF_011405655.1_02428	CDS	198	norV			Anaerobic nitric oxide reductase flavorubredoxin
GCF_011405655.1_02429	CDS	1323				L-lactate transporter
GCF_011405655.1_02430	CDS	561				hypothetical protein
GCF_011405655.1_02431	CDS	759				hypothetical protein
GCF_011405655.1_02432	CDS	1416				hypothetical protein
GCF_011405655.1_02433	CDS	924	tfdS			HTH-type transcriptional regulator TfdS
GCF_011405655.1_02434	CDS	1932	urdA_8	1.3.99.33	COG0431	Urocanate reductase
GCF_011405655.1_02435	CDS	1674	ifcA_13	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_02436	CDS	684				hypothetical protein
GCF_011405655.1_02437	CDS	864				hypothetical protein
GCF_011405655.1_02438	CDS	981			COG0609	putative ABC transporter permease protein
GCF_011405655.1_02439	CDS	786	mntB		COG1121	Manganese transport system ATP-binding protein MntB
GCF_011405655.1_02440	CDS	1170				hypothetical protein
GCF_011405655.1_02441	CDS	1260	nrfA_3	1.7.2.2		Cytochrome c-552
GCF_011405655.1_02442	CDS	744	phoP_4		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
GCF_011405655.1_02443	CDS	1524	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_02444	CDS	555				hypothetical protein
GCF_011405655.1_02445	CDS	402				hypothetical protein
GCF_011405655.1_02446	CDS	540				hypothetical protein
GCF_011405655.1_02447	CDS	924	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
GCF_011405655.1_02448	CDS	1062				hypothetical protein
GCF_011405655.1_02449	CDS	870				hypothetical protein
GCF_011405655.1_02450	CDS	1605				hypothetical protein
GCF_011405655.1_02451	CDS	813	fetB		COG0390	putative iron export permease protein FetB
GCF_011405655.1_02452	CDS	870	btuD_12	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_011405655.1_02453	CDS	525				hypothetical protein
GCF_011405655.1_02454	CDS	1410				hypothetical protein
GCF_011405655.1_02455	CDS	468				hypothetical protein
GCF_011405655.1_02456	CDS	213				hypothetical protein
GCF_011405655.1_02457	CDS	240				hypothetical protein
GCF_011405655.1_02458	CDS	495				hypothetical protein
GCF_011405655.1_02459	CDS	630				hypothetical protein
GCF_011405655.1_02460	CDS	762				hypothetical protein
GCF_011405655.1_02461	CDS	1506				hypothetical protein
GCF_011405655.1_02462	CDS	249				hypothetical protein
GCF_011405655.1_02463	CDS	1530				hypothetical protein
GCF_011405655.1_02464	CDS	507				hypothetical protein
GCF_011405655.1_02465	CDS	864				hypothetical protein
GCF_011405655.1_02466	CDS	585				hypothetical protein
GCF_011405655.1_02467	CDS	642				hypothetical protein
GCF_011405655.1_02468	tRNA	78				tRNA-Met(cat)
GCF_011405655.1_02469	CDS	1017				hypothetical protein
GCF_011405655.1_02470	CDS	1425	purF_3	2.4.2.14		Amidophosphoribosyltransferase
GCF_011405655.1_02471	CDS	2724	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
GCF_011405655.1_02472	CDS	840	menB_2	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
GCF_011405655.1_02473	CDS	1074	pilT		COG2805	Twitching mobility protein
GCF_011405655.1_02474	CDS	420				hypothetical protein
GCF_011405655.1_02475	CDS	639				hypothetical protein
GCF_011405655.1_02476	CDS	624				hypothetical protein
GCF_011405655.1_02477	CDS	300				hypothetical protein
GCF_011405655.1_02478	CDS	1053	epsF		COG1459	Type II secretion system protein F
GCF_011405655.1_02479	CDS	990				hypothetical protein
GCF_011405655.1_02480	CDS	1275	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
